监测点编码,城市,省
1832A,平顶山,河南省
1833A,平顶山,河南省
1834A,平顶山,河南省
1835A,三门峡,河南省
1836A,三门峡,河南省
1837A,三门峡,河南省
1838A,三门峡,河南省
1839A,宜昌,湖北省
1840A,宜昌,湖北省
1841A,宜昌,湖北省
1842A,宜昌,湖北省
1843A,宜昌,湖北省
1844A,荆州,湖北省
1845A,荆州,湖北省
1846A,荆州,湖北省
1847A,岳阳,湖南省
1848A,岳阳,湖南省
1849A,岳阳,湖南省
1850A,岳阳,湖南省
1851A,岳阳,湖南省
1852A,岳阳,湖南省
1853A,常德,湖南省
1854A,常德,湖南省
1855A,常德,湖南省
1856A,常德,湖南省
1857A,常德,湖南省
1858A,张家界,湖南省
1859A,张家界,湖南省
1860A,张家界,湖南省
1861A,张家界,湖南省
1862A,桂林,广西壮族自治区
1863A,桂林,广西壮族自治区
1864A,桂林,广西壮族自治区
1865A,桂林,广西壮族自治区
1866A,北海,广西壮族自治区
1867A,北海,广西壮族自治区
1868A,北海,广西壮族自治区
1869A,北海,广西壮族自治区
1870A,柳州,广西壮族自治区
1871A,柳州,广西壮族自治区
1872A,柳州,广西壮族自治区
1873A,柳州,广西壮族自治区
1874A,柳州,广西壮族自治区
1875A,柳州,广西壮族自治区
1876A,三亚,海南省
1877A,三亚,海南省
1878A,绵阳,四川省
1879A,绵阳,四川省
1880A,绵阳,四川省
1881A,绵阳,四川省
1882A,宜宾,四川省
1883A,宜宾,四川省
1884A,宜宾,四川省
1885A,宜宾,四川省
1886A,宜宾,四川省
1887A,宜宾,四川省
1888A,攀枝花,四川省
1889A,攀枝花,四川省
1890A,攀枝花,四川省
1891A,攀枝花,四川省
1893A,泸州,四川省
1894A,泸州,四川省
1895A,泸州,四川省
1896A,泸州,四川省
1897A,自贡,四川省
1898A,自贡,四川省
1899A,自贡,四川省
1900A,自贡,四川省
1901A,德阳,四川省
1902A,德阳,四川省
1903A,德阳,四川省
1904A,德阳,四川省
1905A,南充,四川省
1906A,南充,四川省
1907A,南充,四川省
1908A,南充,四川省
1909A,南充,四川省
1910A,南充,四川省
1911A,遵义,贵州省
1912A,遵义,贵州省
1913A,遵义,贵州省
1914A,遵义,贵州省
1915A,遵义,贵州省
1916A,曲靖,云南省
1917A,曲靖,云南省
1918A,咸阳,陕西省
1919A,咸阳,陕西省
1920A,咸阳,陕西省
1921A,咸阳,陕西省
1922A,铜川,陕西省
1923A,铜川,陕西省
1924A,铜川,陕西省
1925A,铜川,陕西省
1926A,延安,陕西省
1927A,延安,陕西省
1928A,延安,陕西省
1929A,延安,陕西省
1930A,宝鸡,陕西省
1931A,宝鸡,陕西省
1932A,宝鸡,陕西省
1933A,宝鸡,陕西省
1934A,宝鸡,陕西省
1935A,宝鸡,陕西省
1936A,宝鸡,陕西省
1937A,宝鸡,陕西省
1938A,渭南,陕西省
1939A,渭南,陕西省
1940A,渭南,陕西省
1941A,渭南,陕西省
1942A,金昌,甘肃省
1943A,金昌,甘肃省
1944A,金昌,甘肃省
1945A,嘉峪关,甘肃省
1947A,石嘴山,宁夏回族自治区
1948A,石嘴山,宁夏回族自治区
1949A,石嘴山,宁夏回族自治区
1950A,石嘴山,宁夏回族自治区
1951A,克拉玛依,新疆维吾尔自治区
1952A,克拉玛依,新疆维吾尔自治区
1953A,克拉玛依,新疆维吾尔自治区
1954A,克拉玛依,新疆维吾尔自治区
1955A,克拉玛依,新疆维吾尔自治区
1961A,济南,山东省
1966A,青岛,山东省
1982A,威海,山东省
2031A,株洲,湖南省
2054A,信阳,河南省
2064A,信阳,河南省
2065A,信阳,河南省
2066A,信阳,河南省
2067A,周口,河南省
2068A,周口,河南省
2069A,周口,河南省
2070A,周口,河南省
2073A,漳州,福建省
2074A,漳州,福建省
2075A,漳州,福建省
2160A,晋城,山西省
2161A,晋城,山西省
2162A,晋城,山西省
2163A,晋城,山西省
2164A,晋城,山西省
2165A,晋城,山西省
2166A,朔州,山西省
2167A,朔州,山西省
2168A,朔州,山西省
2169A,朔州,山西省
2170A,朔州,山西省
2171A,晋中,山西省
2172A,晋中,山西省
2173A,晋中,山西省
2174A,晋中,山西省
2175A,运城,山西省
2176A,运城,山西省
2177A,运城,山西省
2178A,运城,山西省
2179A,运城,山西省
2180A,忻州,山西省
2181A,忻州,山西省
2182A,忻州,山西省
2183A,吕梁,山西省
2184A,吕梁,山西省
2185A,吕梁,山西省
2186A,乌海,内蒙古自治区
2187A,乌海,内蒙古自治区
2188A,乌海,内蒙古自治区
2189A,通辽,内蒙古自治区
2190A,通辽,内蒙古自治区
2191A,通辽,内蒙古自治区
2192A,呼伦贝尔,内蒙古自治区
2193A,呼伦贝尔,内蒙古自治区
2194A,巴彦淖尔,内蒙古自治区
2195A,巴彦淖尔,内蒙古自治区
2196A,巴彦淖尔,内蒙古自治区
2197A,乌兰察布,内蒙古自治区
2198A,乌兰察布,内蒙古自治区
2207A,阜新,辽宁省
2208A,阜新,辽宁省
2209A,阜新,辽宁省
2210A,阜新,辽宁省
2211A,阜新,辽宁省
2212A,辽阳,辽宁省
2213A,辽阳,辽宁省
2214A,辽阳,辽宁省
2215A,辽阳,辽宁省
2216A,铁岭,辽宁省
2217A,铁岭,辽宁省
2218A,铁岭,辽宁省
2219A,铁岭,辽宁省
2220A,朝阳,辽宁省
2221A,朝阳,辽宁省
2222A,朝阳,辽宁省
2223A,朝阳,辽宁省
2224A,四平,吉林省
2225A,四平,吉林省
2226A,四平,吉林省
2227A,辽源,吉林省
2228A,辽源,吉林省
2229A,通化,吉林省
2230A,通化,吉林省
2231A,白山,吉林省
2232A,白山,吉林省
2233A,松原,吉林省
2234A,松原,吉林省
2235A,白城,吉林省
2236A,白城,吉林省
2240A,鸡西,黑龙江省
2241A,鸡西,黑龙江省
2242A,鸡西,黑龙江省
2243A,鸡西,黑龙江省
2244A,鹤岗,黑龙江省
2245A,鹤岗,黑龙江省
2246A,鹤岗,黑龙江省
2247A,鹤岗,黑龙江省
2248A,双鸭山,黑龙江省
2249A,双鸭山,黑龙江省
2250A,双鸭山,黑龙江省
2251A,双鸭山,黑龙江省
2252A,伊春,黑龙江省
2253A,伊春,黑龙江省
2254A,伊春,黑龙江省
2255A,佳木斯,黑龙江省
2256A,佳木斯,黑龙江省
2257A,佳木斯,黑龙江省
2258A,佳木斯,黑龙江省
2259A,佳木斯,黑龙江省
2260A,七台河,黑龙江省
2261A,七台河,黑龙江省
2262A,七台河,黑龙江省
2263A,黑河,黑龙江省
2264A,黑河,黑龙江省
2265A,黑河,黑龙江省
2266A,绥化,黑龙江省
2267A,绥化,黑龙江省
2270A,蚌埠,安徽省
2271A,蚌埠,安徽省
2272A,蚌埠,安徽省
2273A,蚌埠,安徽省
2274A,蚌埠,安徽省
2275A,蚌埠,安徽省
2276A,淮南,安徽省
2277A,淮南,安徽省
2278A,淮南,安徽省
2279A,淮南,安徽省
2280A,淮南,安徽省
2281A,淮南,安徽省
2282A,淮北,安徽省
2283A,淮北,安徽省
2284A,淮北,安徽省
2285A,铜陵,安徽省
2286A,铜陵,安徽省
2287A,铜陵,安徽省
2288A,铜陵,安徽省
2289A,铜陵,安徽省
2290A,铜陵,安徽省
2291A,安庆,安徽省
2292A,安庆,安徽省
2293A,安庆,安徽省
2294A,安庆,安徽省
2295A,黄山,安徽省
2296A,黄山,安徽省
2297A,黄山,安徽省
2298A,滁州,安徽省
2299A,滁州,安徽省
2300A,滁州,安徽省
2301A,阜阳,安徽省
2302A,阜阳,安徽省
2303A,阜阳,安徽省
2304A,宿州,安徽省
2305A,宿州,安徽省
2306A,宿州,安徽省
2307A,六安,安徽省
2308A,六安,安徽省
2309A,六安,安徽省
2310A,六安,安徽省
2311A,亳州,安徽省
2312A,亳州,安徽省
2313A,池州,安徽省
2314A,池州,安徽省
2315A,池州,安徽省
2316A,宣城,安徽省
2317A,宣城,安徽省
2318A,宣城,安徽省
2319A,莆田,福建省
2320A,莆田,福建省
2321A,莆田,福建省
2322A,莆田,福建省
2323A,莆田,福建省
2324A,三明,福建省
2325A,三明,福建省
2326A,三明,福建省
2327A,三明,福建省
2331A,南平,福建省
2332A,南平,福建省
2333A,南平,福建省
2334A,南平,福建省
2335A,龙岩,福建省
2336A,龙岩,福建省
2337A,龙岩,福建省
2338A,龙岩,福建省
2339A,宁德,福建省
2340A,宁德,福建省
2341A,宁德,福建省
2342A,景德镇,江西省
2343A,景德镇,江西省
2344A,景德镇,江西省
2345A,景德镇,江西省
2346A,景德镇,江西省
2347A,萍乡,江西省
2348A,萍乡,江西省
2349A,萍乡,江西省
2350A,萍乡,江西省
2351A,萍乡,江西省
2352A,新余,江西省
2353A,新余,江西省
2354A,新余,江西省
2355A,新余,江西省
2356A,新余,江西省
2357A,鹰潭,江西省
2358A,鹰潭,江西省
2359A,鹰潭,江西省
2360A,鹰潭,江西省
2361A,鹰潭,江西省
2362A,赣州,江西省
2363A,赣州,江西省
2364A,赣州,江西省
2365A,赣州,江西省
2366A,赣州,江西省
2367A,吉安,江西省
2368A,吉安,江西省
2369A,吉安,江西省
2370A,吉安,江西省
2371A,宜春,江西省
2372A,宜春,江西省
2373A,宜春,江西省
2374A,宜春,江西省
2375A,宜春,江西省
2376A,抚州,江西省
2377A,抚州,江西省
2378A,抚州,江西省
2379A,抚州,江西省
2380A,抚州,江西省
2381A,上饶,江西省
2382A,上饶,江西省
2383A,上饶,江西省
2384A,上饶,江西省
2385A,鹤壁,河南省
2386A,鹤壁,河南省
2387A,鹤壁,河南省
2388A,新乡,河南省
2389A,新乡,河南省
2390A,新乡,河南省
2391A,新乡,河南省
2392A,濮阳,河南省
2393A,濮阳,河南省
2394A,濮阳,河南省
2395A,濮阳,河南省
2396A,许昌,河南省
2397A,许昌,河南省
2398A,许昌,河南省
2399A,漯河,河南省
2400A,漯河,河南省
2401A,漯河,河南省
2402A,漯河,河南省
2403A,南阳,河南省
2404A,南阳,河南省
2405A,南阳,河南省
2406A,南阳,河南省
2407A,南阳,河南省
2408A,商丘,河南省
2409A,商丘,河南省
2410A,商丘,河南省
2411A,商丘,河南省
2420A,驻马店,河南省
2421A,驻马店,河南省
2422A,驻马店,河南省
2423A,黄石,湖北省
2424A,黄石,湖北省
2425A,黄石,湖北省
2426A,黄石,湖北省
2427A,黄石,湖北省
2428A,十堰,湖北省
2429A,十堰,湖北省
2430A,十堰,湖北省
2431A,十堰,湖北省
2432A,襄阳,湖北省
2433A,襄阳,湖北省
2434A,襄阳,湖北省
2435A,襄阳,湖北省
2436A,鄂州,湖北省
2437A,鄂州,湖北省
2438A,鄂州,湖北省
2439A,荆门,湖北省
2440A,荆门,湖北省
2441A,荆门,湖北省
2442A,荆门,湖北省
2443A,孝感,湖北省
2444A,孝感,湖北省
2445A,黄冈,湖北省
2446A,黄冈,湖北省
2447A,咸宁,湖北省
2448A,咸宁,湖北省
2449A,咸宁,湖北省
2450A,咸宁,湖北省
2451A,随州,湖北省
2452A,随州,湖北省
2453A,随州,湖北省
2456A,衡阳,湖南省
2457A,衡阳,湖南省
2458A,衡阳,湖南省
2459A,衡阳,湖南省
2460A,衡阳,湖南省
2461A,衡阳,湖南省
2462A,邵阳,湖南省
2463A,邵阳,湖南省
2464A,邵阳,湖南省
2465A,邵阳,湖南省
2466A,邵阳,湖南省
2467A,益阳,湖南省
2468A,益阳,湖南省
2469A,益阳,湖南省
2470A,益阳,湖南省
2471A,益阳,湖南省
2472A,郴州,湖南省
2473A,郴州,湖南省
2474A,郴州,湖南省
2475A,郴州,湖南省
2476A,郴州,湖南省
2477A,永州,湖南省
2478A,永州,湖南省
2479A,永州,湖南省
2480A,永州,湖南省
2481A,永州,湖南省
2482A,怀化,湖南省
2483A,怀化,湖南省
2484A,怀化,湖南省
2485A,怀化,湖南省
2486A,怀化,湖南省
2487A,娄底,湖南省
2488A,娄底,湖南省
2489A,娄底,湖南省
2490A,娄底,湖南省
2491A,娄底,湖南省
2495A,梧州,广西壮族自治区
2496A,梧州,广西壮族自治区
2497A,梧州,广西壮族自治区
2498A,梧州,广西壮族自治区
2499A,防城港,广西壮族自治区
2500A,防城港,广西壮族自治区
2501A,防城港,广西壮族自治区
2502A,钦州,广西壮族自治区
2503A,钦州,广西壮族自治区
2504A,钦州,广西壮族自治区
2505A,贵港,广西壮族自治区
2506A,贵港,广西壮族自治区
2507A,贵港,广西壮族自治区
2508A,贵港,广西壮族自治区
2509A,玉林,广西壮族自治区
2510A,玉林,广西壮族自治区
2511A,玉林,广西壮族自治区
2512A,百色,广西壮族自治区
2513A,百色,广西壮族自治区
2514A,贺州,广西壮族自治区
2515A,贺州,广西壮族自治区
2516A,河池,广西壮族自治区
2517A,河池,广西壮族自治区
2518A,河池,广西壮族自治区
2519A,来宾,广西壮族自治区
2520A,来宾,广西壮族自治区
2521A,崇左,广西壮族自治区
2522A,崇左,广西壮族自治区
2523A,广元,四川省
2524A,广元,四川省
2525A,广元,四川省
2526A,广元,四川省
2527A,遂宁,四川省
2528A,遂宁,四川省
2529A,遂宁,四川省
2530A,遂宁,四川省
2531A,内江,四川省
2532A,内江,四川省
2533A,内江,四川省
2534A,内江,四川省
2535A,乐山,四川省
2536A,乐山,四川省
2537A,乐山,四川省
2538A,乐山,四川省
2539A,眉山,四川省
2540A,眉山,四川省
2541A,眉山,四川省
2542A,眉山,四川省
2543A,广安,四川省
2544A,广安,四川省
2545A,广安,四川省
2546A,广安,四川省
2547A,广安,四川省
2548A,达州,四川省
2549A,达州,四川省
2550A,达州,四川省
2551A,达州,四川省
2552A,达州,四川省
2553A,雅安,四川省
2554A,雅安,四川省
2555A,雅安,四川省
2556A,雅安,四川省
2557A,巴中,四川省
2558A,巴中,四川省
2559A,巴中,四川省
2560A,巴中,四川省
2561A,资阳,四川省
2562A,资阳,四川省
2563A,资阳,四川省
2564A,资阳,四川省
2565A,资阳,四川省
2576A,六盘水,贵州省
2577A,六盘水,贵州省
2578A,六盘水,贵州省
2579A,六盘水,贵州省
2580A,六盘水,贵州省
2581A,安顺,贵州省
2582A,安顺,贵州省
2583A,安顺,贵州省
2584A,安顺,贵州省
2587A,毕节,贵州省
2588A,毕节,贵州省
2594A,保山,云南省
2595A,保山,云南省
2596A,昭通,云南省
2597A,昭通,云南省
2598A,丽江,云南省
2599A,丽江,云南省
2600A,丽江,云南省
2601A,普洱,云南省
2602A,普洱,云南省
2603A,临沧,云南省
2604A,临沧,云南省
2622A,昌都,西藏自治区
2623A,昌都,西藏自治区
2624A,山南,西藏自治区
2625A,山南,西藏自治区
2626A,日喀则,西藏自治区
2627A,日喀则,西藏自治区
2632A,林芝,西藏自治区
2633A,林芝,西藏自治区
2634A,汉中,陕西省
2635A,汉中,陕西省
2636A,汉中,陕西省
2637A,汉中,陕西省
2638A,榆林,陕西省
2639A,榆林,陕西省
2640A,榆林,陕西省
2641A,榆林,陕西省
2642A,安康,陕西省
2643A,安康,陕西省
2644A,安康,陕西省
2645A,商洛,陕西省
2646A,商洛,陕西省
2647A,白银,甘肃省
2648A,白银,甘肃省
2649A,天水,甘肃省
2650A,天水,甘肃省
2651A,天水,甘肃省
2652A,武威,甘肃省
2653A,武威,甘肃省
2654A,张掖,甘肃省
2655A,张掖,甘肃省
2656A,平凉,甘肃省
2657A,平凉,甘肃省
2658A,酒泉,甘肃省
2659A,酒泉,甘肃省
2660A,庆阳,甘肃省
2661A,庆阳,甘肃省
2662A,庆阳,甘肃省
2663A,定西,甘肃省
2664A,定西,甘肃省
2665A,陇南,甘肃省
2666A,陇南,甘肃省
2677A,吴忠,宁夏回族自治区
2678A,吴忠,宁夏回族自治区
2679A,吴忠,宁夏回族自治区
2680A,中卫,宁夏回族自治区
2681A,中卫,宁夏回族自治区
2682A,中卫,宁夏回族自治区
2683A,固原,宁夏回族自治区
2684A,固原,宁夏回族自治区
2685A,固原,宁夏回族自治区
2709A,石河子,新疆维吾尔自治区
2710A,石河子,新疆维吾尔自治区
2711A,五家渠,新疆维吾尔自治区
2835A,攀枝花,四川省
2842A,厦门,福建省
2845A,长治,山西省
2846A,广州,广东省
2858A,天津,天津市
2858A,天津,天津市
2858A,天津,天津市
2858A,天津,天津市
2858A,天津,天津市
2858A,天津,天津市
2858A,天津,天津市
2858A,天津,天津市
2858A,天津,天津市
2858A,天津,天津市
2858A,天津,天津市
2858A,天津,天津市
2858A,天津,天津市
2858A,天津,天津市
2858A,天津,天津市
2858A,天津,天津市
2859A,天津,天津市
2859A,天津,天津市
2859A,天津,天津市
2859A,天津,天津市
2859A,天津,天津市
2859A,天津,天津市
2859A,天津,天津市
2859A,天津,天津市
2859A,天津,天津市
2859A,天津,天津市
2859A,天津,天津市
2859A,天津,天津市
2859A,天津,天津市
2859A,天津,天津市
2859A,天津,天津市
2859A,天津,天津市
2860A,天津,天津市
2860A,天津,天津市
2860A,天津,天津市
2860A,天津,天津市
2860A,天津,天津市
2860A,天津,天津市
2860A,天津,天津市
2860A,天津,天津市
2860A,天津,天津市
2860A,天津,天津市
2860A,天津,天津市
2860A,天津,天津市
2860A,天津,天津市
2860A,天津,天津市
2860A,天津,天津市
2860A,天津,天津市
2862A,石家庄,河北省
2865A,晋中,山西省
2866A,运城,山西省
2867A,吕梁,山西省
2868A,吉林,吉林省
2869A,扬州,江苏省
2870A,镇江,江苏省
2871A,宁波,浙江省
2872A,嘉兴,浙江省
2873A,湖州,浙江省
2874A,淮南,安徽省
2875A,阜阳,安徽省
2876A,潍坊,山东省
2877A,潍坊,山东省
2878A,聊城,山东省
2880A,成都,四川省
2882A,玉溪,云南省
2883A,玉溪,云南省
2884A,嘉峪关,甘肃省
2885A,陇南,甘肃省
2894A,淮南,安徽省
2897A,沈阳,辽宁省
2900A,沈阳,辽宁省
2902A,广安,四川省
2907A,湖州,浙江省
2914A,巴中,四川省
2915A,巴中,四川省
2916A,池州,安徽省
2919A,廊坊,河北省
2920A,漳州,福建省
2921A,绍兴,浙江省
2922A,天津,天津市
2922A,天津,天津市
2922A,天津,天津市
2922A,天津,天津市
2922A,天津,天津市
2922A,天津,天津市
2922A,天津,天津市
2922A,天津,天津市
2922A,天津,天津市
2922A,天津,天津市
2922A,天津,天津市
2922A,天津,天津市
2922A,天津,天津市
2922A,天津,天津市
2922A,天津,天津市
2922A,天津,天津市
2923A,大同,山西省
2924A,银川,宁夏回族自治区
2925A,银川,宁夏回族自治区
2926A,银川,宁夏回族自治区
2929A,黄冈,湖北省
2994A,金华,浙江省
2996A,宿迁,江苏省
2997A,泰州,江苏省
2998A,连云港,江苏省
2999A,连云港,江苏省
3000A,连云港,江苏省
3002A,常州,江苏省
3003A,常州,江苏省
3004A,盐城,江苏省
3005A,徐州,江苏省
3006A,徐州,江苏省
3007A,连云港,江苏省
3008A,连云港,江苏省
3009A,连云港,江苏省
3010A,常州,江苏省
3012A,荆门,湖北省
3018A,临汾,山西省
3019A,三沙,海南省
3020A,天津,天津市
3020A,天津,天津市
3020A,天津,天津市
3020A,天津,天津市
3020A,天津,天津市
3020A,天津,天津市
3020A,天津,天津市
3020A,天津,天津市
3020A,天津,天津市
3020A,天津,天津市
3020A,天津,天津市
3020A,天津,天津市
3020A,天津,天津市
3020A,天津,天津市
3020A,天津,天津市
3020A,天津,天津市
3021A,濮阳,河南省
3022A,洛阳,河南省
3025A,清远,广东省
3026A,潮州,广东省
3027A,自贡,四川省
3028A,自贡,四川省
3033A,乌鲁木齐,新疆维吾尔自治区
3034A,乌兰察布,内蒙古自治区
3036A,东营,山东省
3039A,三门峡,河南省
3045A,商洛,陕西省
3046A,南昌,江西省
3048A,福州,福建省
3051A,天津,天津市
3051A,天津,天津市
3051A,天津,天津市
3051A,天津,天津市
3051A,天津,天津市
3051A,天津,天津市
3051A,天津,天津市
3051A,天津,天津市
3051A,天津,天津市
3051A,天津,天津市
3051A,天津,天津市
3051A,天津,天津市
3051A,天津,天津市
3051A,天津,天津市
3051A,天津,天津市
3051A,天津,天津市
3054A,新乡,河南省
3055A,西宁,青海省
3057A,烟台,山东省
3058A,赤峰,内蒙古自治区
3059A,济南,山东省
3061A,呼伦贝尔,内蒙古自治区
3064A,济南,山东省
3066A,德州,山东省
3109A,赣州,江西省
3122A,安顺,贵州省
3123A,安顺,贵州省
3124A,安顺,贵州省
3125A,安顺,贵州省
3131A,张家口,河北省
3132A,秦皇岛,河北省
3134A,许昌,河南省
3136A,成都,四川省
3137A,眉山,四川省
3138A,常德,湖南省
3139A,常德,湖南省
3140A,常德,湖南省
3141A,安阳,河南省
3147A,开封,河南省
3148A,眉山,四川省
3149A,黄石,湖北省
3151A,宜春,江西省
3153A,武汉,湖北省
3164A,扬州,江苏省
3165A,咸阳,陕西省
3169A,焦作,河南省
3170A,金昌,甘肃省
3171A,商丘,河南省
3173A,安庆,安徽省
3178A,潍坊,山东省
3179A,昆明,云南省
3182A,巴中,四川省
3183A,巴中,四川省
3184A,哈尔滨,黑龙江省
3185A,太原,山西省
3186A,兰州,甘肃省
3187A,宿州,安徽省
3188A,衡水,河北省
3190A,九江,江西省
3191A,宿迁,江苏省
3194A,荆州,湖北省
3195A,扬州,江苏省
3200A,聊城,山东省
3201A,武威,甘肃省
3204A,平顶山,河南省
3206A,新余,江西省
3207A,滁州,安徽省
3208A,忻州,山西省
3209A,宁德,福建省
3210A,开封,河南省
3216A,漳州,福建省
3237A,池州,安徽省
3238A,芜湖,安徽省
3239A,辽源,吉林省
3241A,兰州,甘肃省
3242A,兰州,甘肃省
3247A,陇南,甘肃省
3248A,嘉峪关,甘肃省
3281A,北京,北京市
3281A,北京,北京市
3281A,北京,北京市
3281A,北京,北京市
3281A,北京,北京市
3281A,北京,北京市
3281A,北京,北京市
3281A,北京,北京市
3281A,北京,北京市
3281A,北京,北京市
3281A,北京,北京市
3281A,北京,北京市
3281A,北京,北京市
3281A,北京,北京市
3281A,北京,北京市
3281A,北京,北京市
3282A,大同,山西省
3283A,包头,内蒙古自治区
3284A,乌海,内蒙古自治区
3285A,乌兰察布,内蒙古自治区
3286A,赤峰,内蒙古自治区
3287A,镇江,江苏省
3288A,徐州,江苏省
3289A,苏州,江苏省
3290A,苏州,江苏省
3291A,南通,江苏省
3293A,盐城,江苏省
3294A,扬州,江苏省
3295A,泰州,江苏省
3298A,广州,广东省
3299A,广州,广东省
3300A,广州,广东省
3301A,广州,广东省
3302A,广州,广东省
3303A,广州,广东省
3304A,广州,广东省
3305A,深圳,广东省
3306A,深圳,广东省
3307A,深圳,广东省
3308A,珠海,广东省
3311A,江门,广东省
3313A,肇庆,广东省
3314A,惠州,广东省
3315A,梅州,广东省
3317A,阳江,广东省
3318A,清远,广东省
3319A,东莞,广东省
3320A,揭阳,广东省
3323A,张家口,河北省
3324A,沧州,河北省
3325A,天津,天津市
3325A,天津,天津市
3325A,天津,天津市
3325A,天津,天津市
3325A,天津,天津市
3325A,天津,天津市
3325A,天津,天津市
3325A,天津,天津市
3325A,天津,天津市
3325A,天津,天津市
3325A,天津,天津市
3325A,天津,天津市
3325A,天津,天津市
3325A,天津,天津市
3325A,天津,天津市
3325A,天津,天津市
3326A,天津,天津市
3326A,天津,天津市
3326A,天津,天津市
3326A,天津,天津市
3326A,天津,天津市
3326A,天津,天津市
3326A,天津,天津市
3326A,天津,天津市
3326A,天津,天津市
3326A,天津,天津市
3326A,天津,天津市
3326A,天津,天津市
3326A,天津,天津市
3326A,天津,天津市
3326A,天津,天津市
3326A,天津,天津市
3327A,天津,天津市
3327A,天津,天津市
3327A,天津,天津市
3327A,天津,天津市
3327A,天津,天津市
3327A,天津,天津市
3327A,天津,天津市
3327A,天津,天津市
3327A,天津,天津市
3327A,天津,天津市
3327A,天津,天津市
3327A,天津,天津市
3327A,天津,天津市
3327A,天津,天津市
3327A,天津,天津市
3327A,天津,天津市
3328A,芜湖,安徽省
3329A,淮南,安徽省
3330A,淮北,安徽省
3331A,滁州,安徽省
3332A,亳州,安徽省
3333A,池州,安徽省
3334A,池州,安徽省
3335A,焦作,河南省
3336A,焦作,河南省
3337A,许昌,河南省
3338A,许昌,河南省
3339A,驻马店,河南省
3340A,洛阳,河南省
3341A,洛阳,河南省
3342A,伊春,黑龙江省
3343A,伊春,黑龙江省
3344A,伊春,黑龙江省
3345A,七台河,黑龙江省
3357A,成都,四川省
3358A,成都,四川省
3359A,成都,四川省
3360A,自贡,四川省
3361A,乐山,四川省
3362A,青岛,山东省
3363A,淄博,山东省
3364A,枣庄,山东省
3365A,东营,山东省
3366A,烟台,山东省
3368A,潍坊,山东省
3369A,临沂,山东省
3370A,临沂,山东省
3371A,德州,山东省
3372A,德州,山东省
3374A,菏泽,山东省
3375A,昆明,云南省
3376A,曲靖,云南省
3377A,曲靖,云南省
3378A,营口,辽宁省
3379A,营口,辽宁省
3396A,襄阳,湖北省
3397A,襄阳,湖北省
3398A,黄冈,湖北省
3399A,衡阳,湖南省
3400A,北海,广西壮族自治区
3401A,南宁,广西壮族自治区
3402A,柳州,广西壮族自治区
3403A,桂林,广西壮族自治区
3404A,钦州,广西壮族自治区
3405A,贵港,广西壮族自治区
3406A,百色,广西壮族自治区
3407A,嘉兴,浙江省
3408A,绍兴,浙江省
3409A,绍兴,浙江省
3410A,绍兴,浙江省
3411A,绍兴,浙江省
3413A,上饶,江西省
3415A,宜春,江西省
3416A,潍坊,山东省
3417A,北京,北京市
3417A,北京,北京市
3417A,北京,北京市
3417A,北京,北京市
3417A,北京,北京市
3417A,北京,北京市
3417A,北京,北京市
3417A,北京,北京市
3417A,北京,北京市
3417A,北京,北京市
3417A,北京,北京市
3417A,北京,北京市
3417A,北京,北京市
3417A,北京,北京市
3417A,北京,北京市
3417A,北京,北京市
3418A,北京,北京市
3418A,北京,北京市
3418A,北京,北京市
3418A,北京,北京市
3418A,北京,北京市
3418A,北京,北京市
3418A,北京,北京市
3418A,北京,北京市
3418A,北京,北京市
3418A,北京,北京市
3418A,北京,北京市
3418A,北京,北京市
3418A,北京,北京市
3418A,北京,北京市
3418A,北京,北京市
3418A,北京,北京市
3419A,包头,内蒙古自治区
3421A,乌兰察布,内蒙古自治区
3422A,南京,江苏省
3423A,南京,江苏省
3424A,南京,江苏省
3425A,苏州,江苏省
3426A,淮安,江苏省
3427A,南京,江苏省
3428A,无锡,江苏省
3429A,常州,江苏省
3430A,常州,江苏省
3431A,苏州,江苏省
3432A,南通,江苏省
3434A,连云港,江苏省
3435A,泰州,江苏省
3436A,盐城,江苏省
3437A,乌鲁木齐,新疆维吾尔自治区
3438A,乌鲁木齐,新疆维吾尔自治区
3439A,乌鲁木齐,新疆维吾尔自治区
3440A,乌鲁木齐,新疆维吾尔自治区
3441A,五家渠,新疆维吾尔自治区
3442A,石河子,新疆维吾尔自治区
3443A,广州,广东省
3444A,汕头,广东省
3445A,广州,广东省
3446A,广州,广东省
3447A,深圳,广东省
3448A,珠海,广东省
3449A,江门,广东省
3450A,茂名,广东省
3451A,肇庆,广东省
3452A,惠州,广东省
3453A,阳江,广东省
3454A,中山,广东省
3455A,清远,广东省
3456A,石家庄,河北省
3457A,唐山,河北省
3458A,邯郸,河北省
3459A,衡水,河北省
3460A,天津,天津市
3460A,天津,天津市
3460A,天津,天津市
3460A,天津,天津市
3460A,天津,天津市
3460A,天津,天津市
3460A,天津,天津市
3460A,天津,天津市
3460A,天津,天津市
3460A,天津,天津市
3460A,天津,天津市
3460A,天津,天津市
3460A,天津,天津市
3460A,天津,天津市
3460A,天津,天津市
3460A,天津,天津市
3461A,天津,天津市
3461A,天津,天津市
3461A,天津,天津市
3461A,天津,天津市
3461A,天津,天津市
3461A,天津,天津市
3461A,天津,天津市
3461A,天津,天津市
3461A,天津,天津市
3461A,天津,天津市
3461A,天津,天津市
3461A,天津,天津市
3461A,天津,天津市
3461A,天津,天津市
3461A,天津,天津市
3461A,天津,天津市
